entry_id,entrytag_id,entrytag_name,entrytag_level,entrytag_path,parent_entrytag_id
1492,8,Religious Group,1,Religious Group[8],
1492,508,South American Religions,2,Religious Group[8]->South American Religions[508],8.0
1494,8,Religious Group,1,Religious Group[8],
1494,856,Religious Place,1,Religious Place[856],
1494,865,Temple,2,Religious Place[856]->Temple[865],856.0
1494,930,Syro-Palestinian Religion,2,Religious Group[8]->Syro-Palestinian Religion[930],8.0
1494,1144,Archaeological monument,2,Religious Place[856]->Archaeological monument[1144],856.0
1494,1230,Aramaic Religions,2,Religious Group[8]->Aramaic Religions[1230],8.0
1494,1438,Temple Buildings and Temple Cult,2,Religious Group[8]->Temple Buildings and Temple Cult[1438],8.0
1495,8,Religious Group,1,Religious Group[8],
1495,14,Buddhist Traditions,2,Religious Group[8]->Buddhist Traditions[14],8.0
1495,916,Secularism,2,Religious Group[8]->Secularism[916],8.0
1498,8,Religious Group,1,Religious Group[8],
1498,24,Islamic Traditions,2,Religious Group[8]->Islamic Traditions[24],8.0
1498,808,Southeast Asian Religions,2,Religious Group[8]->Southeast Asian Religions[808],8.0
1498,856,Religious Place,1,Religious Place[856],
1498,934,Shrines,2,Religious Place[856]->Shrines[934],856.0
1498,997,Sufi,2,Religious Group[8]->Sufi[997],8.0
1498,1067,Tomb,2,Religious Place[856]->Tomb[1067],856.0
1499,8,Religious Group,1,Religious Group[8],
1499,33,Mesoamerican Religions,2,Religious Group[8]->Mesoamerican Religions[33],8.0
1499,856,Religious Place,1,Religious Place[856],
1499,1413,Archaeological Site,2,Religious Place[856]->Archaeological Site[1413],856.0
1499,1453,Chichimeca,3,Religious Group[8]->Mesoamerican Religions[33]->Chichimeca[1453],33.0
1504,8,Religious Group,1,Religious Group[8],
1504,24,Islamic Traditions,2,Religious Group[8]->Islamic Traditions[24],8.0
1504,808,Southeast Asian Religions,2,Religious Group[8]->Southeast Asian Religions[808],8.0
1504,856,Religious Place,1,Religious Place[856],
1504,934,Shrines,2,Religious Place[856]->Shrines[934],856.0
1504,997,Sufi,2,Religious Group[8]->Sufi[997],8.0
1504,1067,Tomb,2,Religious Place[856]->Tomb[1067],856.0
1505,8,Religious Group,1,Religious Group[8],
1505,123,Chinese Religion,2,Religious Group[8]->Chinese Religion[123],8.0
1505,237,Chinese Christian Traditions,3,Religious Group[8]->Chinese Religion[123]->Chinese Christian Traditions[237],123.0
1505,1276,Chinese Protestantism,4,Religious Group[8]->Chinese Religion[123]->Chinese Christian Traditions[237]->Chinese Protestantism[1276],237.0
1505,1747,Language,1,Language[1747],
1505,1946,Sino-Tibetan,2,Language[1747]->Sino-Tibetan[1946],1747.0
1505,3038,Sinitic,3,Language[1747]->Sino-Tibetan[1946]->Sinitic[3038],1946.0
1505,4342,Classical-Middle-Modern Sinitic,4,Language[1747]->Sino-Tibetan[1946]->Sinitic[3038]->Classical-Middle-Modern Sinitic[4342],3038.0
1505,5613,Middle-Modern Sinitic,5,Language[1747]->Sino-Tibetan[1946]->Sinitic[3038]->Classical-Middle-Modern Sinitic[4342]->Middle-Modern Sinitic[5613],4342.0
1505,7030,Northern Chinese,6,Language[1747]->Sino-Tibetan[1946]->Sinitic[3038]->Classical-Middle-Modern Sinitic[4342]->Middle-Modern Sinitic[5613]->Northern Chinese[7030],5613.0
1505,8557,Mandarinic,7,Language[1747]->Sino-Tibetan[1946]->Sinitic[3038]->Classical-Middle-Modern Sinitic[4342]->Middle-Modern Sinitic[5613]->Northern Chinese[7030]->Mandarinic[8557],7030.0
1505,9940,Mandarin Chinese,8,Language[1747]->Sino-Tibetan[1946]->Sinitic[3038]->Classical-Middle-Modern Sinitic[4342]->Middle-Modern Sinitic[5613]->Northern Chinese[7030]->Mandarinic[8557]->Mandarin Chinese[9940],8557.0
1508,8,Religious Group,1,Religious Group[8],
1508,24,Islamic Traditions,2,Religious Group[8]->Islamic Traditions[24],8.0
1508,1012,African Religion,2,Religious Group[8]->African Religion[1012],8.0
1508,1069,Text,1,Text[1069],
1508,1075,Scripture,2,Text[1069]->Scripture[1075],1069.0
1508,1242,Sacred Law,2,Text[1069]->Sacred Law[1242],1069.0
1508,1302,Hadith,2,Text[1069]->Hadith[1302],1069.0
1508,1462,Shari'a,2,Text[1069]->Shari'a[1462],1069.0
1509,8,Religious Group,1,Religious Group[8],
1509,27,Jewish Traditions,2,Religious Group[8]->Jewish Traditions[27],8.0
1509,743,Late Second Temple Judaism,3,Religious Group[8]->Jewish Traditions[27]->Late Second Temple Judaism[743],27.0
1509,1069,Text,1,Text[1069],
1509,1075,Scripture,2,Text[1069]->Scripture[1075],1069.0
1509,1176,Ritual text,2,Text[1069]->Ritual text[1176],1069.0
1509,1256,Early Jewish Literature,2,Text[1069]->Early Jewish Literature[1256],1069.0
1509,1322,Dead Sea Scrolls,3,Text[1069]->Early Jewish Literature[1256]->Dead Sea Scrolls[1322],1256.0
1509,1438,Temple Buildings and Temple Cult,2,Religious Group[8]->Temple Buildings and Temple Cult[1438],8.0
1509,1463,Rewritten Scripture,3,Text[1069]->Scripture[1075]->Rewritten Scripture[1463],1075.0
1510,8,Religious Group,1,Religious Group[8],
1510,24,Islamic Traditions,2,Religious Group[8]->Islamic Traditions[24],8.0
1510,808,Southeast Asian Religions,2,Religious Group[8]->Southeast Asian Religions[808],8.0
1510,856,Religious Place,1,Religious Place[856],
1510,997,Sufi,2,Religious Group[8]->Sufi[997],8.0
1510,1067,Tomb,2,Religious Place[856]->Tomb[1067],856.0
1511,8,Religious Group,1,Religious Group[8],
1511,24,Islamic Traditions,2,Religious Group[8]->Islamic Traditions[24],8.0
1511,846,Apocalyptic Movements,2,Religious Group[8]->Apocalyptic Movements[846],8.0
1511,866,Reform Movement,2,Religious Group[8]->Reform Movement[866],8.0
1511,905,Abrahamic,2,Religious Group[8]->Abrahamic[905],8.0
1511,997,Sufi,2,Religious Group[8]->Sufi[997],8.0
1511,1018,militant group,2,Religious Group[8]->militant group[1018],8.0
1511,1053,Mysticism,2,Religious Group[8]->Mysticism[1053],8.0
1511,1409,Millenarianism,2,Religious Group[8]->Millenarianism[1409],8.0
1513,8,Religious Group,1,Religious Group[8],
1513,24,Islamic Traditions,2,Religious Group[8]->Islamic Traditions[24],8.0
1513,29,Maghreb Religions,2,Religious Group[8]->Maghreb Religions[29],8.0
1513,345,Tunis Religions,3,Religious Group[8]->Maghreb Religions[29]->Tunis Religions[345],29.0
1513,1069,Text,1,Text[1069],
1513,1242,Sacred Law,2,Text[1069]->Sacred Law[1242],1069.0
1513,1321,Islamic Modernization,3,Religious Group[8]->Islamic Traditions[24]->Islamic Modernization[1321],24.0
1514,8,Religious Group,1,Religious Group[8],
1514,24,Islamic Traditions,2,Religious Group[8]->Islamic Traditions[24],8.0
1514,808,Southeast Asian Religions,2,Religious Group[8]->Southeast Asian Religions[808],8.0
1514,856,Religious Place,1,Religious Place[856],
1514,997,Sufi,2,Religious Group[8]->Sufi[997],8.0
1514,1067,Tomb,2,Religious Place[856]->Tomb[1067],856.0
1515,8,Religious Group,1,Religious Group[8],
1515,36,Mithraism,2,Religious Group[8]->Mithraism[36],8.0
1515,41,Persian Religions,2,Religious Group[8]->Persian Religions[41],8.0
1515,42,Roman Religious Traditions,2,Religious Group[8]->Roman Religious Traditions[42],8.0
1515,741,Hellenistic Religions,2,Religious Group[8]->Hellenistic Religions[741],8.0
1515,776,Ancient Mediterranean,2,Religious Group[8]->Ancient Mediterranean[776],8.0
1515,856,Religious Place,1,Religious Place[856],
1515,865,Temple,2,Religious Place[856]->Temple[865],856.0
1515,900,Roman Religions,2,Religious Group[8]->Roman Religions[900],8.0
1515,918,Ancient Syrian Religion,2,Religious Group[8]->Ancient Syrian Religion[918],8.0
1515,983,Mystery Religion,2,Religious Group[8]->Mystery Religion[983],8.0
1515,1199,Graeco-Roman,2,Religious Place[856]->Graeco-Roman[1199],856.0
1515,1237,Mystery Religion,2,Religious Group[8]->Mystery Religion[1237],8.0
1515,1413,Archaeological Site,2,Religious Place[856]->Archaeological Site[1413],856.0
1515,1464,Mithraeum,2,Religious Place[856]->Mithraeum[1464],856.0
1517,8,Religious Group,1,Religious Group[8],
1517,24,Islamic Traditions,2,Religious Group[8]->Islamic Traditions[24],8.0
1517,284,Sunni,3,Religious Group[8]->Islamic Traditions[24]->Sunni[284],24.0
1518,8,Religious Group,1,Religious Group[8],
1518,24,Islamic Traditions,2,Religious Group[8]->Islamic Traditions[24],8.0
1518,808,Southeast Asian Religions,2,Religious Group[8]->Southeast Asian Religions[808],8.0
1518,856,Religious Place,1,Religious Place[856],
1518,997,Sufi,2,Religious Group[8]->Sufi[997],8.0
1518,1067,Tomb,2,Religious Place[856]->Tomb[1067],856.0
1519,8,Religious Group,1,Religious Group[8],
1519,24,Islamic Traditions,2,Religious Group[8]->Islamic Traditions[24],8.0
1519,808,Southeast Asian Religions,2,Religious Group[8]->Southeast Asian Religions[808],8.0
1519,856,Religious Place,1,Religious Place[856],
1519,997,Sufi,2,Religious Group[8]->Sufi[997],8.0
1519,1271,Mausoleum,2,Religious Place[856]->Mausoleum[1271],856.0
1520,8,Religious Group,1,Religious Group[8],
1520,24,Islamic Traditions,2,Religious Group[8]->Islamic Traditions[24],8.0
1520,256,Shiite/Shi'a,3,Religious Group[8]->Islamic Traditions[24]->Shiite/Shi'a[256],24.0
1520,265,Jafri,4,Religious Group[8]->Islamic Traditions[24]->Shiite/Shi'a[256]->Jafri[265],256.0
1520,268,Twelver,5,Religious Group[8]->Islamic Traditions[24]->Shiite/Shi'a[256]->Jafri[265]->Twelver[268],265.0
1520,1069,Text,1,Text[1069],
1520,1469,Fiqh,2,Text[1069]->Fiqh[1469],1069.0
1521,8,Religious Group,1,Religious Group[8],
1521,786,New Religious Movement,2,Religious Group[8]->New Religious Movement[786],8.0
1521,974,Rome,2,Religious Group[8]->Rome[974],8.0
1521,984,Medieval Christianity,2,Religious Group[8]->Medieval Christianity[984],8.0
1521,999,Catholic,2,Religious Group[8]->Catholic[999],8.0
1521,1471,Mendicant Orders,2,Religious Group[8]->Mendicant Orders[1471],8.0
1521,1472,Hermits,2,Religious Group[8]->Hermits[1472],8.0
1522,8,Religious Group,1,Religious Group[8],
1522,24,Islamic Traditions,2,Religious Group[8]->Islamic Traditions[24],8.0
1522,29,Maghreb Religions,2,Religious Group[8]->Maghreb Religions[29],8.0
1522,997,Sufi,2,Religious Group[8]->Sufi[997],8.0
1522,1053,Mysticism,2,Religious Group[8]->Mysticism[1053],8.0
1522,1470,Sufi Order,2,Religious Group[8]->Sufi Order[1470],8.0
1523,8,Religious Group,1,Religious Group[8],
1523,24,Islamic Traditions,2,Religious Group[8]->Islamic Traditions[24],8.0
1523,284,Sunni,3,Religious Group[8]->Islamic Traditions[24]->Sunni[284],24.0
1523,1069,Text,1,Text[1069],
1523,1321,Islamic Modernization,3,Religious Group[8]->Islamic Traditions[24]->Islamic Modernization[1321],24.0
1523,1469,Fiqh,2,Text[1069]->Fiqh[1469],1069.0
1523,1473,Qur'anic commentary (Tafsir),2,Text[1069]->Qur'anic commentary (Tafsir)[1473],1069.0
1524,8,Religious Group,1,Religious Group[8],
1524,774,Early Christianity,2,Religious Group[8]->Early Christianity[774],8.0
1524,856,Religious Place,1,Religious Place[856],
1524,864,Constantine,2,Religious Place[856]->Constantine[864],856.0
1524,870,Basilica,2,Religious Place[856]->Basilica[870],856.0
1524,905,Abrahamic,2,Religious Group[8]->Abrahamic[905],8.0
1524,923,Shrine,2,Religious Place[856]->Shrine[923],856.0
1524,984,Medieval Christianity,2,Religious Group[8]->Medieval Christianity[984],8.0
1524,996,Roman Catholic,2,Religious Group[8]->Roman Catholic[996],8.0
1524,1021,Orthodoxy,2,Religious Group[8]->Orthodoxy[1021],8.0
1524,1067,Tomb,2,Religious Place[856]->Tomb[1067],856.0
1524,1396,Jerusalem,2,Religious Place[856]->Jerusalem[1396],856.0
1525,8,Religious Group,1,Religious Group[8],
1525,123,Chinese Religion,2,Religious Group[8]->Chinese Religion[123],8.0
1525,1069,Text,1,Text[1069],
1525,1083,Early Chinese text,2,Text[1069]->Early Chinese text[1083],1069.0
1525,1084,Excavated text,2,Text[1069]->Excavated text[1084],1069.0
1525,1106,Cosmology,2,Text[1069]->Cosmology[1106],1069.0
1525,1118,Cosmogony,2,Text[1069]->Cosmogony[1118],1069.0
1525,1123,Early Chinese Traditions,2,Religious Group[8]->Early Chinese Traditions[1123],8.0
1525,1251,Yellow and Yangzi Rivers Region,2,Religious Group[8]->Yellow and Yangzi Rivers Region[1251],8.0
1525,1310,Divination,2,Religious Group[8]->Divination[1310],8.0
1525,1312,Sichuan Basin and Hanzhong Valley Region,2,Religious Group[8]->Sichuan Basin and Hanzhong Valley Region[1312],8.0
1526,8,Religious Group,1,Religious Group[8],
1526,510,Indic Religious Traditions,2,Religious Group[8]->Indic Religious Traditions[510],8.0
1526,856,Religious Place,1,Religious Place[856],
1526,865,Temple,2,Religious Place[856]->Temple[865],856.0
1526,894,Indic Religion,2,Religious Group[8]->Indic Religion[894],8.0
1526,895,Vedic Religion,2,Religious Group[8]->Vedic Religion[895],8.0
1526,896,Vaishnavism,2,Religious Group[8]->Vaishnavism[896],8.0
1526,923,Shrine,2,Religious Place[856]->Shrine[923],856.0
1526,927,Religious Complex,2,Religious Place[856]->Religious Complex[927],856.0
1526,932,Sacred Enclosure,2,Religious Place[856]->Sacred Enclosure[932],856.0
1526,993,Tantric Buddhism,2,Religious Group[8]->Tantric Buddhism[993],8.0
1526,1037,South Asian Religion,2,Religious Group[8]->South Asian Religion[1037],8.0
1526,1059,Shaivism,2,Religious Group[8]->Shaivism[1059],8.0
1526,1244,Hinduism,2,Religious Group[8]->Hinduism[1244],8.0
1526,1438,Temple Buildings and Temple Cult,2,Religious Group[8]->Temple Buildings and Temple Cult[1438],8.0
1526,1442,Pagoda,2,Religious Place[856]->Pagoda[1442],856.0
1526,1474,Cremation Area,2,Religious Place[856]->Cremation Area[1474],856.0
1526,1476,Sacred Land,2,Religious Place[856]->Sacred Land[1476],856.0
1527,8,Religious Group,1,Religious Group[8],
1527,24,Islamic Traditions,2,Religious Group[8]->Islamic Traditions[24],8.0
1527,808,Southeast Asian Religions,2,Religious Group[8]->Southeast Asian Religions[808],8.0
1527,856,Religious Place,1,Religious Place[856],
1527,997,Sufi,2,Religious Group[8]->Sufi[997],8.0
1527,1271,Mausoleum,2,Religious Place[856]->Mausoleum[1271],856.0
1528,8,Religious Group,1,Religious Group[8],
1528,774,Early Christianity,2,Religious Group[8]->Early Christianity[774],8.0
1528,856,Religious Place,1,Religious Place[856],
1528,905,Abrahamic,2,Religious Group[8]->Abrahamic[905],8.0
1528,1413,Archaeological Site,2,Religious Place[856]->Archaeological Site[1413],856.0
1528,1477,Arabia,2,Religious Place[856]->Arabia[1477],856.0
1529,8,Religious Group,1,Religious Group[8],
1529,18,Christian Traditions,2,Religious Group[8]->Christian Traditions[18],8.0
1529,1021,Orthodoxy,2,Religious Group[8]->Orthodoxy[1021],8.0
1532,8,Religious Group,1,Religious Group[8],
1532,24,Islamic Traditions,2,Religious Group[8]->Islamic Traditions[24],8.0
1532,808,Southeast Asian Religions,2,Religious Group[8]->Southeast Asian Religions[808],8.0
1532,856,Religious Place,1,Religious Place[856],
1532,997,Sufi,2,Religious Group[8]->Sufi[997],8.0
1532,1271,Mausoleum,2,Religious Place[856]->Mausoleum[1271],856.0
1533,8,Religious Group,1,Religious Group[8],
1533,24,Islamic Traditions,2,Religious Group[8]->Islamic Traditions[24],8.0
1533,856,Religious Place,1,Religious Place[856],
1533,875,Religious Place (fr),1,Religious Place (fr)[875],
1533,997,Sufi,2,Religious Group[8]->Sufi[997],8.0
1533,1448,Tunisia,2,Religious Place[856]->Tunisia[1448],856.0
1534,8,Religious Group,1,Religious Group[8],
1534,14,Buddhist Traditions,2,Religious Group[8]->Buddhist Traditions[14],8.0
1534,26,Japanese Religions,2,Religious Group[8]->Japanese Religions[26],8.0
1534,28,Korean Religions,2,Religious Group[8]->Korean Religions[28],8.0
1534,123,Chinese Religion,2,Religious Group[8]->Chinese Religion[123],8.0
1534,807,Vietnamese Religions,2,Religious Group[8]->Vietnamese Religions[807],8.0
1534,992,Tibetan Buddhism,2,Religious Group[8]->Tibetan Buddhism[992],8.0
1534,1069,Text,1,Text[1069],
1534,1089,Mahayana Buddhism,2,Religious Group[8]->Mahayana Buddhism[1089],8.0
1534,1102,Chinese Buddhist text,2,Text[1069]->Chinese Buddhist text[1102],1069.0
1534,1170,Pure Land Buddhism,3,Text[1069]->Chinese Buddhist text[1102]->Pure Land Buddhism[1170],1102.0
1534,1291,Chinese Buddhism,2,Religious Group[8]->Chinese Buddhism[1291],8.0
1534,1487,Sanskrit literature,2,Text[1069]->Sanskrit literature[1487],1069.0
1535,8,Religious Group,1,Religious Group[8],
1535,24,Islamic Traditions,2,Religious Group[8]->Islamic Traditions[24],8.0
1537,8,Religious Group,1,Religious Group[8],
1537,856,Religious Place,1,Religious Place[856],
1537,1448,Tunisia,2,Religious Place[856]->Tunisia[1448],856.0
1537,1470,Sufi Order,2,Religious Group[8]->Sufi Order[1470],8.0
1538,8,Religious Group,1,Religious Group[8],
1538,856,Religious Place,1,Religious Place[856],
1538,997,Sufi,2,Religious Group[8]->Sufi[997],8.0
1538,1448,Tunisia,2,Religious Place[856]->Tunisia[1448],856.0
1539,8,Religious Group,1,Religious Group[8],
1539,24,Islamic Traditions,2,Religious Group[8]->Islamic Traditions[24],8.0
1539,284,Sunni,3,Religious Group[8]->Islamic Traditions[24]->Sunni[284],24.0
1539,1069,Text,1,Text[1069],
1539,1321,Islamic Modernization,3,Religious Group[8]->Islamic Traditions[24]->Islamic Modernization[1321],24.0
1539,1469,Fiqh,2,Text[1069]->Fiqh[1469],1069.0
1540,8,Religious Group,1,Religious Group[8],
1540,49,Zoroastrianism,2,Religious Group[8]->Zoroastrianism[49],8.0
1540,295,Parsis (India),3,Religious Group[8]->Zoroastrianism[49]->Parsis (India)[295],49.0
1540,1069,Text,1,Text[1069],
1540,1370,Zoroastrian prayer,2,Text[1069]->Zoroastrian prayer[1370],1069.0
1540,1478,Zoroastrian liturgy,2,Text[1069]->Zoroastrian liturgy[1478],1069.0
1540,1479,Sanskrit version,2,Text[1069]->Sanskrit version[1479],1069.0
1540,1487,Sanskrit literature,2,Text[1069]->Sanskrit literature[1487],1069.0
1542,8,Religious Group,1,Religious Group[8],
1542,806,Syncretic Religions,2,Religious Group[8]->Syncretic Religions[806],8.0
1542,985,Natural Religion,2,Religious Group[8]->Natural Religion[985],8.0
1542,1019,African American Religion,2,Religious Group[8]->African American Religion[1019],8.0
1542,1030,American Christianity,2,Religious Group[8]->American Christianity[1030],8.0
1542,1353,Latin America Religions,2,Religious Group[8]->Latin America Religions[1353],8.0
1543,8,Religious Group,1,Religious Group[8],
1543,45,Slavic Religions,2,Religious Group[8]->Slavic Religions[45],8.0
1543,856,Religious Place,1,Religious Place[856],
1543,927,Religious Complex,2,Religious Place[856]->Religious Complex[927],856.0
1544,8,Religious Group,1,Religious Group[8],
1544,18,Christian Traditions,2,Religious Group[8]->Christian Traditions[18],8.0
1544,153,Catholic,3,Religious Group[8]->Christian Traditions[18]->Catholic[153],18.0
1544,172,Orthodox/Eastern Christian,3,Religious Group[8]->Christian Traditions[18]->Orthodox/Eastern Christian[172],18.0
1545,8,Religious Group,1,Religious Group[8],
1545,27,Jewish Traditions,2,Religious Group[8]->Jewish Traditions[27],8.0
1545,743,Late Second Temple Judaism,3,Religious Group[8]->Jewish Traditions[27]->Late Second Temple Judaism[743],27.0
1545,776,Ancient Mediterranean,2,Religious Group[8]->Ancient Mediterranean[776],8.0
1545,856,Religious Place,1,Religious Place[856],
1545,869,Synagogue,2,Religious Place[856]->Synagogue[869],856.0
1545,929,Levantine Religion,2,Religious Group[8]->Levantine Religion[929],8.0
1545,1308,Judeans and Israelites,2,Religious Group[8]->Judeans and Israelites[1308],8.0
1545,1391,Hill,2,Religious Place[856]->Hill[1391],856.0
1545,1413,Archaeological Site,2,Religious Place[856]->Archaeological Site[1413],856.0
1545,1433,Southern Levant,2,Religious Group[8]->Southern Levant[1433],8.0
1546,8,Religious Group,1,Religious Group[8],
1546,27,Jewish Traditions,2,Religious Group[8]->Jewish Traditions[27],8.0
1546,743,Late Second Temple Judaism,3,Religious Group[8]->Jewish Traditions[27]->Late Second Temple Judaism[743],27.0
1546,1069,Text,1,Text[1069],
1546,1253,Apocalyptic Literature,2,Text[1069]->Apocalyptic Literature[1253],1069.0
1546,1256,Early Jewish Literature,2,Text[1069]->Early Jewish Literature[1256],1069.0
1546,1322,Dead Sea Scrolls,3,Text[1069]->Early Jewish Literature[1256]->Dead Sea Scrolls[1322],1256.0
1549,8,Religious Group,1,Religious Group[8],
1549,24,Islamic Traditions,2,Religious Group[8]->Islamic Traditions[24],8.0
1549,256,Shiite/Shi'a,3,Religious Group[8]->Islamic Traditions[24]->Shiite/Shi'a[256],24.0
1549,265,Jafri,4,Religious Group[8]->Islamic Traditions[24]->Shiite/Shi'a[256]->Jafri[265],256.0
1549,268,Twelver,5,Religious Group[8]->Islamic Traditions[24]->Shiite/Shi'a[256]->Jafri[265]->Twelver[268],265.0
1549,1069,Text,1,Text[1069],
1549,1297,Hagiography,2,Text[1069]->Hagiography[1297],1069.0
1549,1301,Religious History,2,Text[1069]->Religious History[1301],1069.0
1549,1313,Miracle tales,2,Text[1069]->Miracle tales[1313],1069.0
1549,1512,Martyrology,3,Text[1069]->Hagiography[1297]->Martyrology[1512],1297.0
1549,1513,Islamic Theology,2,Text[1069]->Islamic Theology[1513],1069.0
1550,8,Religious Group,1,Religious Group[8],
1550,33,Mesoamerican Religions,2,Religious Group[8]->Mesoamerican Religions[33],8.0
1550,856,Religious Place,1,Religious Place[856],
1550,1068,City,2,Religious Place[856]->City[1068],856.0
1550,1144,Archaeological monument,2,Religious Place[856]->Archaeological monument[1144],856.0
1550,1413,Archaeological Site,2,Religious Place[856]->Archaeological Site[1413],856.0
1550,1514,Mesoamerica,2,Religious Place[856]->Mesoamerica[1514],856.0
1550,1515,West México,2,Religious Place[856]->West México[1515],856.0
1550,1516,Tarascan,2,Religious Group[8]->Tarascan[1516],8.0
1551,8,Religious Group,1,Religious Group[8],
1551,34,Mesopotamian Religions,2,Religious Group[8]->Mesopotamian Religions[34],8.0
1551,1069,Text,1,Text[1069],
1551,1238,Religious Practice,2,Religious Group[8]->Religious Practice[1238],8.0
1551,1328,Babylonian Text,2,Text[1069]->Babylonian Text[1328],1069.0
1551,1361,Near East,2,Religious Group[8]->Near East[1361],8.0
1551,1389,Babylonian Religions,2,Religious Group[8]->Babylonian Religions[1389],8.0
1551,1392,Sumerian Text,2,Text[1069]->Sumerian Text[1392],1069.0
1551,1393,Ancient Mesopotamian Text,2,Text[1069]->Ancient Mesopotamian Text[1393],1069.0
1551,1397,Mesopotamian Religion,2,Religious Group[8]->Mesopotamian Religion[1397],8.0
1551,1429,Early Bronze Age,2,Religious Group[8]->Early Bronze Age[1429],8.0
1552,8,Religious Group,1,Religious Group[8],
1552,49,Zoroastrianism,2,Religious Group[8]->Zoroastrianism[49],8.0
1552,295,Parsis (India),3,Religious Group[8]->Zoroastrianism[49]->Parsis (India)[295],49.0
1552,1069,Text,1,Text[1069],
1552,1106,Cosmology,2,Text[1069]->Cosmology[1106],1069.0
1552,1118,Cosmogony,2,Text[1069]->Cosmogony[1118],1069.0
1552,1518,Ilm-e-Khshnoom,3,Religious Group[8]->Zoroastrianism[49]->Ilm-e-Khshnoom[1518],49.0
1553,8,Religious Group,1,Religious Group[8],
1553,33,Mesoamerican Religions,2,Religious Group[8]->Mesoamerican Religions[33],8.0
1553,856,Religious Place,1,Religious Place[856],
1553,1144,Archaeological monument,2,Religious Place[856]->Archaeological monument[1144],856.0
1553,1413,Archaeological Site,2,Religious Place[856]->Archaeological Site[1413],856.0
1553,1519,Mesoamerica,2,Religious Place[856]->Mesoamerica[1519],856.0
1553,1520,Xochicalco,3,Religious Place[856]->Archaeological Site[1413]->Xochicalco[1520],1413.0
1553,1521,Temple,3,Religious Place[856]->Archaeological monument[1144]->Temple[1521],1144.0
1554,8,Religious Group,1,Religious Group[8],
1554,24,Islamic Traditions,2,Religious Group[8]->Islamic Traditions[24],8.0
1554,284,Sunni,3,Religious Group[8]->Islamic Traditions[24]->Sunni[284],24.0
1554,916,Secularism,2,Religious Group[8]->Secularism[916],8.0
1554,1069,Text,1,Text[1069],
1554,1321,Islamic Modernization,3,Religious Group[8]->Islamic Traditions[24]->Islamic Modernization[1321],24.0
1554,1369,Islamic Revival,3,Religious Group[8]->Islamic Traditions[24]->Islamic Revival[1369],24.0
1554,1462,Shari'a,2,Text[1069]->Shari'a[1462],1069.0
1554,1523,Islamic theology,3,Text[1069]->Shari'a[1462]->Islamic theology[1523],1462.0
1555,8,Religious Group,1,Religious Group[8],
1555,24,Islamic Traditions,2,Religious Group[8]->Islamic Traditions[24],8.0
1555,273,Sufism,3,Religious Group[8]->Islamic Traditions[24]->Sufism[273],24.0
1555,284,Sunni,3,Religious Group[8]->Islamic Traditions[24]->Sunni[284],24.0
1555,1321,Islamic Modernization,3,Religious Group[8]->Islamic Traditions[24]->Islamic Modernization[1321],24.0
1555,1369,Islamic Revival,3,Religious Group[8]->Islamic Traditions[24]->Islamic Revival[1369],24.0
1556,8,Religious Group,1,Religious Group[8],
1556,41,Persian Religions,2,Religious Group[8]->Persian Religions[41],8.0
1556,42,Roman Religious Traditions,2,Religious Group[8]->Roman Religious Traditions[42],8.0
1556,776,Ancient Mediterranean,2,Religious Group[8]->Ancient Mediterranean[776],8.0
1556,900,Roman Religions,2,Religious Group[8]->Roman Religions[900],8.0
1556,1238,Religious Practice,2,Religious Group[8]->Religious Practice[1238],8.0
1558,8,Religious Group,1,Religious Group[8],
1558,774,Early Christianity,2,Religious Group[8]->Early Christianity[774],8.0
1558,981,Asia Minor,2,Religious Group[8]->Asia Minor[981],8.0
1558,1069,Text,1,Text[1069],
1558,1297,Hagiography,2,Text[1069]->Hagiography[1297],1069.0
1559,8,Religious Group,1,Religious Group[8],
1559,24,Islamic Traditions,2,Religious Group[8]->Islamic Traditions[24],8.0
1559,1069,Text,1,Text[1069],
1559,1527,Islam in Africa,3,Religious Group[8]->Islamic Traditions[24]->Islam in Africa[1527],24.0
1559,1528,Creed,2,Text[1069]->Creed[1528],1069.0
1560,8,Religious Group,1,Religious Group[8],
1560,24,Islamic Traditions,2,Religious Group[8]->Islamic Traditions[24],8.0
1560,1069,Text,1,Text[1069],
1560,1229,Arabian Religions,2,Religious Group[8]->Arabian Religions[1229],8.0
1560,1302,Hadith,2,Text[1069]->Hadith[1302],1069.0
1560,1304,Universal Chronicle,2,Text[1069]->Universal Chronicle[1304],1069.0
1560,1469,Fiqh,2,Text[1069]->Fiqh[1469],1069.0
1561,8,Religious Group,1,Religious Group[8],
1561,856,Religious Place,1,Religious Place[856],
1561,997,Sufi,2,Religious Group[8]->Sufi[997],8.0
1561,1053,Mysticism,2,Religious Group[8]->Mysticism[1053],8.0
1561,1388,North Africa,2,Religious Place[856]->North Africa[1388],856.0
1561,1448,Tunisia,2,Religious Place[856]->Tunisia[1448],856.0
1562,8,Religious Group,1,Religious Group[8],
1562,33,Mesoamerican Religions,2,Religious Group[8]->Mesoamerican Religions[33],8.0
1562,338,Aztec Religions,3,Religious Group[8]->Mesoamerican Religions[33]->Aztec Religions[338],33.0
1562,856,Religious Place,1,Religious Place[856],
1562,934,Shrines,2,Religious Place[856]->Shrines[934],856.0
1562,1144,Archaeological monument,2,Religious Place[856]->Archaeological monument[1144],856.0
1562,1413,Archaeological Site,2,Religious Place[856]->Archaeological Site[1413],856.0
