"entry_id","entry_tag","entrytag_id","parent_tag_id","level","path","approved"
1826,Religious Place,856,,1,Religious Place[856],true
1826,Cult of Amun,1132,20,3,Religious Group[8]->Egyptian Religions[20]->Cult of Amun[1132],true
1826,Cult of Hathor,1134,20,3,Religious Group[8]->Egyptian Religions[20]->Cult of Hathor[1134],true
1826,Royal cult,1193,20,3,Religious Group[8]->Egyptian Religions[20]->Royal cult[1193],true
1826,Egypt,1195,856,2,Religious Place[856]->Egypt[1195],true
1826,Archaeology,1208,20,3,Religious Group[8]->Egyptian Religions[20]->Archaeology[1208],true
1826,Industrial Site (religiously affected),1387,856,2,Religious Place[856]->Industrial Site (religiously affected)[1387],true
1829,Religious Group,8,,1,Religious Group[8],true
1829,Aladura,1017,8,2,Religious Group[8]->Aladura[1017],true
1829,Christianity,1570,8,2,Religious Group[8]->Christianity[1570],true
1835,Religious Group,8,,1,Religious Group[8],true
1835,Aladura,1017,8,2,Religious Group[8]->Aladura[1017],true
1835,"The Cherubim and Seraphim Church of Zion, Ugbonla",1681,1017,3,"Religious Group[8]->Aladura[1017]->The Cherubim and Seraphim Church of Zion, Ugbonla[1681]",true
1836,Religious Group,8,,1,Religious Group[8],true
1836,Christianity,1570,8,2,Religious Group[8]->Christianity[1570],true
1837,Religious Group,8,,1,Religious Group[8],true
1837,Christianity,1570,8,2,Religious Group[8]->Christianity[1570],true
1837,Christian,1573,8,2,Religious Group[8]->Christian[1573],true
1837,Byzantine,1609,8,2,Religious Group[8]->Byzantine[1609],true
1837,Language,1747,,1,Language[1747],true
1837,Greek,14827,1747,2,Language[1747]->Greek[14827],true
1839,Religious Group,8,,1,Religious Group[8],true
1839,Religious Place,856,,1,Religious Place[856],true
1839,Religious Complex,927,856,2,Religious Place[856]->Religious Complex[927],true
1839,Israelite Religion,1293,8,2,Religious Group[8]->Israelite Religion[1293],true
1839,Jerusalem,1396,856,2,Religious Place[856]->Jerusalem[1396],true
1839,Ritual centre,1554,856,2,Religious Place[856]->Ritual centre[1554],true
1844,Religious Group,8,,1,Religious Group[8],true
1844,Christian Traditions,18,8,2,Religious Group[8]->Christian Traditions[18],true
1844,Orthodox/Eastern Christian,172,18,3,Religious Group[8]->Christian Traditions[18]->Orthodox/Eastern Christian[172],true
1844,Orthodox Christianity,179,172,4,Religious Group[8]->Christian Traditions[18]->Orthodox/Eastern Christian[172]->Orthodox Christianity[179],true
1844,Religious Place,856,,1,Religious Place[856],true
1844,Monastery,1003,856,2,Religious Place[856]->Monastery[1003],true
1844,Orthodoxy,1021,8,2,Religious Group[8]->Orthodoxy[1021],true
1844,Aegean,1100,856,2,Religious Place[856]->Aegean[1100],true
1844,Greece,1126,856,2,Religious Place[856]->Greece[1126],true
1844,Greek Orthodox,1420,172,4,Religious Group[8]->Christian Traditions[18]->Orthodox/Eastern Christian[172]->Greek Orthodox[1420],true
1844,Dodecanese,1684,1126,3,Religious Place[856]->Greece[1126]->Dodecanese[1684],true
1845,Religious Group,8,,1,Religious Group[8],true
1845,Medieval Christianity,984,8,2,Religious Group[8]->Medieval Christianity[984],true
1845,Catholic,999,8,2,Religious Group[8]->Catholic[999],true
1845,Monasticism,1168,8,2,Religious Group[8]->Monasticism[1168],true
1845,Christianity,1570,8,2,Religious Group[8]->Christianity[1570],true
1845,Christian,1573,8,2,Religious Group[8]->Christian[1573],true
1846,Religious Group,8,,1,Religious Group[8],true
1846,Indic Religion,894,8,2,Religious Group[8]->Indic Religion[894],true
1846,Text,1069,,1,Text[1069],true
1846,Hinduism,1244,8,2,Religious Group[8]->Hinduism[1244],true
1846,Sanskrit literature,1487,1069,2,Text[1069]->Sanskrit literature[1487],true
1846,Magic,1648,1069,2,Text[1069]->Magic[1648],true
1846,Yoga,1685,1069,2,Text[1069]->Yoga[1685],true
1847,Religious Group,8,,1,Religious Group[8],true
1847,Text,1069,,1,Text[1069],true
1847,Hinduism,1244,8,2,Religious Group[8]->Hinduism[1244],true
1847,Sanskrit literature,1487,1069,2,Text[1069]->Sanskrit literature[1487],true
1847,Nītiśāstra,1688,1487,3,Text[1069]->Sanskrit literature[1487]->Nītiśāstra[1688],true
1848,Religious Group,8,,1,Religious Group[8],true
1848,Indic Religious Traditions,510,8,2,Religious Group[8]->Indic Religious Traditions[510],true
1848,Religious Place,856,,1,Religious Place[856],true
1848,Indic Religion,894,8,2,Religious Group[8]->Indic Religion[894],true
1848,Vaishnavism,896,8,2,Religious Group[8]->Vaishnavism[896],true
1848,Religious Complex,927,856,2,Religious Place[856]->Religious Complex[927],true
1848,Shaivism,1059,8,2,Religious Group[8]->Shaivism[1059],true
1848,Hinduism,1244,8,2,Religious Group[8]->Hinduism[1244],true
1848,Polytheistic,1300,8,2,Religious Group[8]->Polytheistic[1300],true
1848,Regional Religious System,1510,8,2,Religious Group[8]->Regional Religious System[1510],true
1848,Bhakti,1610,8,2,Religious Group[8]->Bhakti[1610],true
1848,Tantra,1659,8,2,Religious Group[8]->Tantra[1659],true
1848,India,1675,856,2,Religious Place[856]->India[1675],true
1850,Religious Group,8,,1,Religious Group[8],true
1850,Egyptian Religions,20,8,2,Religious Group[8]->Egyptian Religions[20],true
1850,Religious Place,856,,1,Religious Place[856],true
1850,Egypt,1195,856,2,Religious Place[856]->Egypt[1195],true
1850,Archaeological Site,1413,856,2,Religious Place[856]->Archaeological Site[1413],true
1850,Deir el-Medina,1689,8,2,Religious Group[8]->Deir el-Medina[1689],true
1851,Religious Group,8,,1,Religious Group[8],true
1851,Egyptian Religions,20,8,2,Religious Group[8]->Egyptian Religions[20],true
1851,Religious Place,856,,1,Religious Place[856],true
1851,Egypt,1195,856,2,Religious Place[856]->Egypt[1195],true
1851,Archaeological Site,1413,856,2,Religious Place[856]->Archaeological Site[1413],true
1851,Deir el-Medina,1689,8,2,Religious Group[8]->Deir el-Medina[1689],true
1852,Religious Group,8,,1,Religious Group[8],true
1852,UFO Religion,787,8,2,Religious Group[8]->UFO Religion[787],true
1852,New Age Religion,788,8,2,Religious Group[8]->New Age Religion[788],true
1852,Mystery Religion,983,8,2,Religious Group[8]->Mystery Religion[983],true
1852,Text,1069,,1,Text[1069],true
1852,UFO Encounters,1690,1069,2,Text[1069]->UFO Encounters[1690],true
1852,"""The Phenomenon"" (UfO Experiences)",1694,1069,2,"Text[1069]->""The Phenomenon"" (UfO Experiences)[1694]",true
1855,Religious Group,8,,1,Religious Group[8],true
1855,Text,1069,,1,Text[1069],true
1855,Excavated text,1084,1069,2,Text[1069]->Excavated text[1084],true
1855,Babylonian Religions,1389,8,2,Religious Group[8]->Babylonian Religions[1389],true
1855,Ancient Mesopotamian Text,1393,1069,2,Text[1069]->Ancient Mesopotamian Text[1393],true
1855,Mesopotamian Religion,1397,8,2,Religious Group[8]->Mesopotamian Religion[1397],true
1855,Ancient Babylonian Text,1596,1393,3,Text[1069]->Ancient Mesopotamian Text[1393]->Ancient Babylonian Text[1596],true
1858,Religious Group,8,,1,Religious Group[8],true
1858,Christian Traditions,18,8,2,Religious Group[8]->Christian Traditions[18],true
1858,Orthodox/Eastern Christian,172,18,3,Religious Group[8]->Christian Traditions[18]->Orthodox/Eastern Christian[172],true
1858,Early Christianity,742,18,3,Religious Group[8]->Christian Traditions[18]->Early Christianity[742],true
1858,Orthodoxy,1021,8,2,Religious Group[8]->Orthodoxy[1021],true
1858,Orthodoxy,1213,1021,3,Religious Group[8]->Orthodoxy[1021]->Orthodoxy[1213],true
1858,Christianity,1570,8,2,Religious Group[8]->Christianity[1570],true
1858,Neoplatonism,1607,8,2,Religious Group[8]->Neoplatonism[1607],true
1859,Religious Group,8,,1,Religious Group[8],true
1859,Ancient Mediterranean,776,8,2,Religious Group[8]->Ancient Mediterranean[776],true
1859,Greek Cult,982,8,2,Religious Group[8]->Greek Cult[982],true
1860,Religious Group,8,,1,Religious Group[8],true
1860,Ancient Mediterranean,776,8,2,Religious Group[8]->Ancient Mediterranean[776],true
1860,Greek Cult,982,8,2,Religious Group[8]->Greek Cult[982],true
1861,Religious Group,8,,1,Religious Group[8],true
1861,Ancient Mediterranean,776,8,2,Religious Group[8]->Ancient Mediterranean[776],true
1861,Greek Cult,982,8,2,Religious Group[8]->Greek Cult[982],true
1862,Religious Group,8,,1,Religious Group[8],true
1862,Ancient Mediterranean,776,8,2,Religious Group[8]->Ancient Mediterranean[776],true
1862,Greek Cult,982,8,2,Religious Group[8]->Greek Cult[982],true
1863,Religious Group,8,,1,Religious Group[8],true
1863,Ancient Mediterranean,776,8,2,Religious Group[8]->Ancient Mediterranean[776],true
1863,Greek Cult,982,8,2,Religious Group[8]->Greek Cult[982],true
1864,Religious Group,8,,1,Religious Group[8],true
1864,Ancient Mediterranean,776,8,2,Religious Group[8]->Ancient Mediterranean[776],true
1864,Greek Cult,982,8,2,Religious Group[8]->Greek Cult[982],true
1865,Religious Group,8,,1,Religious Group[8],true
1865,Ancient Mediterranean,776,8,2,Religious Group[8]->Ancient Mediterranean[776],true
1865,Greek Cult,982,8,2,Religious Group[8]->Greek Cult[982],true
1866,Religious Group,8,,1,Religious Group[8],true
1866,Ancient Mediterranean,776,8,2,Religious Group[8]->Ancient Mediterranean[776],true
1866,Greek Cult,982,8,2,Religious Group[8]->Greek Cult[982],true
1867,Religious Group,8,,1,Religious Group[8],true
1867,African Religions,9,8,2,Religious Group[8]->African Religions[9],true
1867,Religious Place,856,,1,Religious Place[856],true
1867,African Religion,1012,8,2,Religious Group[8]->African Religion[1012],true
1867,Archaeological Site,1413,856,2,Religious Place[856]->Archaeological Site[1413],true
1867,Islam,1534,1012,3,Religious Group[8]->African Religion[1012]->Islam[1534],true
1867,Swahili Religion,1691,9,3,Religious Group[8]->African Religions[9]->Swahili Religion[1691],true
1867,Kuumbi Cave,1692,1413,3,Religious Place[856]->Archaeological Site[1413]->Kuumbi Cave[1692],true
1867,Cave or Cavern,1693,856,2,Religious Place[856]->Cave or Cavern[1693],true
1868,Religious Group,8,,1,Religious Group[8],true
1868,Chinese Religion,123,8,2,Religious Group[8]->Chinese Religion[123],true
1868,Text,1069,,1,Text[1069],true
1868,Chinese Buddhist text,1102,1069,2,Text[1069]->Chinese Buddhist text[1102],true
1868,Chan Buddhist text,1103,1069,2,Text[1069]->Chan Buddhist text[1103],true
1868,Confucian Classic,1608,1069,2,Text[1069]->Confucian Classic[1608],true
1868,Chinese Daoist Text,1680,1069,2,Text[1069]->Chinese Daoist Text[1680],true
1869,Religious Group,8,,1,Religious Group[8],true
1869,African Religions,9,8,2,Religious Group[8]->African Religions[9],true
1869,Yoruba Religions,51,9,3,Religious Group[8]->African Religions[9]->Yoruba Religions[51],true
1869,West African Religions,1456,9,3,Religious Group[8]->African Religions[9]->West African Religions[1456],true
1869,Language,1747,,1,Language[1747],true
1869,Atlantic-Congo,1822,1747,2,Language[1747]->Atlantic-Congo[1822],true
1869,Volta-Congo,2237,1822,3,Language[1747]->Atlantic-Congo[1822]->Volta-Congo[2237],true
1869,Benue-Congo,3616,2237,4,Language[1747]->Atlantic-Congo[1822]->Volta-Congo[2237]->Benue-Congo[3616],true
1869,Defoid,5014,3616,5,Language[1747]->Atlantic-Congo[1822]->Volta-Congo[2237]->Benue-Congo[3616]->Defoid[5014],true
1869,Yoruboid,6375,5014,6,Language[1747]->Atlantic-Congo[1822]->Volta-Congo[2237]->Benue-Congo[3616]->Defoid[5014]->Yoruboid[6375],true
1869,Edekiri,7956,6375,7,Language[1747]->Atlantic-Congo[1822]->Volta-Congo[2237]->Benue-Congo[3616]->Defoid[5014]->Yoruboid[6375]->Edekiri[7956],true
1869,Ede,9517,7956,8,Language[1747]->Atlantic-Congo[1822]->Volta-Congo[2237]->Benue-Congo[3616]->Defoid[5014]->Yoruboid[6375]->Edekiri[7956]->Ede[9517],true
1869,Eastern Ede,10813,9517,9,Language[1747]->Atlantic-Congo[1822]->Volta-Congo[2237]->Benue-Congo[3616]->Defoid[5014]->Yoruboid[6375]->Edekiri[7956]->Ede[9517]->Eastern Ede[10813],true
1869,Southeastern Ede,11800,10813,10,Language[1747]->Atlantic-Congo[1822]->Volta-Congo[2237]->Benue-Congo[3616]->Defoid[5014]->Yoruboid[6375]->Edekiri[7956]->Ede[9517]->Eastern Ede[10813]->Southeastern Ede[11800],true
1869,Nuclear Yoruba,12689,11800,11,Language[1747]->Atlantic-Congo[1822]->Volta-Congo[2237]->Benue-Congo[3616]->Defoid[5014]->Yoruboid[6375]->Edekiri[7956]->Ede[9517]->Eastern Ede[10813]->Southeastern Ede[11800]->Nuclear Yoruba[12689],true
1869,Lucumi-Yoruba,13394,12689,12,Language[1747]->Atlantic-Congo[1822]->Volta-Congo[2237]->Benue-Congo[3616]->Defoid[5014]->Yoruboid[6375]->Edekiri[7956]->Ede[9517]->Eastern Ede[10813]->Southeastern Ede[11800]->Nuclear Yoruba[12689]->Lucumi-Yoruba[13394],true
1869,Yoruba,13930,13394,13,Language[1747]->Atlantic-Congo[1822]->Volta-Congo[2237]->Benue-Congo[3616]->Defoid[5014]->Yoruboid[6375]->Edekiri[7956]->Ede[9517]->Eastern Ede[10813]->Southeastern Ede[11800]->Nuclear Yoruba[12689]->Lucumi-Yoruba[13394]->Yoruba[13930],true
1869,Ife Religion,14859,8,2,Religious Group[8]->Ife Religion[14859],true
1869,Ife Religion,14861,1456,4,Religious Group[8]->African Religions[9]->West African Religions[1456]->Ife Religion[14861],true
1869,Ife Divination,14862,51,4,Religious Group[8]->African Religions[9]->Yoruba Religions[51]->Ife Divination[14862],true
1869,Ifá divination,14863,51,4,Religious Group[8]->African Religions[9]->Yoruba Religions[51]->Ifá divination[14863],true
1871,Religious Group,8,,1,Religious Group[8],true
1871,Mesopotamian Religions,34,8,2,Religious Group[8]->Mesopotamian Religions[34],true
1871,Text,1069,,1,Text[1069],true
1871,Excavated text,1084,1069,2,Text[1069]->Excavated text[1084],true
1871,Cosmology,1106,1069,2,Text[1069]->Cosmology[1106],true
1871,Ritual text,1176,1069,2,Text[1069]->Ritual text[1176],true
1871,Sumerian Text,1392,1069,2,Text[1069]->Sumerian Text[1392],true
1871,Ancient Mesopotamian Text,1393,1069,2,Text[1069]->Ancient Mesopotamian Text[1393],true
1871,Cuneiform tablet,1695,1084,3,Text[1069]->Excavated text[1084]->Cuneiform tablet[1695],true
1871,Divine powers,1698,1069,2,Text[1069]->Divine powers[1698],true
1871,Divine functions,1699,1069,2,Text[1069]->Divine functions[1699],true
1871,Funerary practices,1700,1176,3,Text[1069]->Ritual text[1176]->Funerary practices[1700],true
1871,Death conceptions,1701,1069,2,Text[1069]->Death conceptions[1701],true
1871,Ancient Western Asia,1702,8,2,Religious Group[8]->Ancient Western Asia[1702],true
1871,Cosmic domains,1708,1069,2,Text[1069]->Cosmic domains[1708],true
1871,Language,1747,,1,Language[1747],true
1871,Language Isolates,43177,1747,2,Language[1747]->Language Isolates[43177],true
1872,Religious Group,8,,1,Religious Group[8],true
1872,Aladura,1017,8,2,Religious Group[8]->Aladura[1017],true
1872,"The Holy Apostles Community, Ayetoro",1703,1017,3,"Religious Group[8]->Aladura[1017]->The Holy Apostles Community, Ayetoro[1703]",true
1873,Religious Group,8,,1,Religious Group[8],true
1873,Islamic Traditions,24,8,2,Religious Group[8]->Islamic Traditions[24],true
1873,Sunni,284,24,3,Religious Group[8]->Islamic Traditions[24]->Sunni[284],true
1873,Religious Place,856,,1,Religious Place[856],true
1873,Sufi,997,8,2,Religious Group[8]->Sufi[997],true
1873,Tomb,1067,856,2,Religious Place[856]->Tomb[1067],true
1873,Tomb,1207,8,2,Religious Group[8]->Tomb[1207],true
1873,Tunisia,1448,856,2,Religious Place[856]->Tunisia[1448],true
1873,North African Religion,1620,8,2,Religious Group[8]->North African Religion[1620],true
1874,Religious Group,8,,1,Religious Group[8],true
1874,Religious Place,856,,1,Religious Place[856],true
1874,Monument,857,856,2,Religious Place[856]->Monument[857],true
1874,Medieval Christianity,984,8,2,Religious Group[8]->Medieval Christianity[984],true
1874,Orthodoxy,1021,8,2,Religious Group[8]->Orthodoxy[1021],true
1874,Crete,1220,856,2,Religious Place[856]->Crete[1220],true
1874,Church,1417,857,3,Religious Place[856]->Monument[857]->Church[1417],true
1874,Byzantine,1422,1417,4,Religious Place[856]->Monument[857]->Church[1417]->Byzantine[1422],true
1874,Byzantine,1609,8,2,Religious Group[8]->Byzantine[1609],true
1875,Religious Group,8,,1,Religious Group[8],true
1875,Islamic Traditions,24,8,2,Religious Group[8]->Islamic Traditions[24],true
1875,Text,1069,,1,Text[1069],true
1875,Religious Practice,1238,8,2,Religious Group[8]->Religious Practice[1238],true
1875,Rule Text,1296,1069,2,Text[1069]->Rule Text[1296],true
1875,Religious History,1301,1069,2,Text[1069]->Religious History[1301],true
1875,Shari'a,1462,1069,2,Text[1069]->Shari'a[1462],true
1875,Qur'anic commentary (Tafsir),1473,1069,2,Text[1069]->Qur'anic commentary (Tafsir)[1473],true
1875,Islamic Theology,1513,1069,2,Text[1069]->Islamic Theology[1513],true
1875,Scholastic text,1524,1069,2,Text[1069]->Scholastic text[1524],true
1876,Religious Group,8,,1,Religious Group[8],true
1876,Islamic Traditions,24,8,2,Religious Group[8]->Islamic Traditions[24],true
1876,Text,1069,,1,Text[1069],true
1876,Religious Practice,1238,8,2,Religious Group[8]->Religious Practice[1238],true
1876,Rule Text,1296,1069,2,Text[1069]->Rule Text[1296],true
1876,Religious History,1301,1069,2,Text[1069]->Religious History[1301],true
1876,Shari'a,1462,1069,2,Text[1069]->Shari'a[1462],true
1876,Qur'anic commentary (Tafsir),1473,1069,2,Text[1069]->Qur'anic commentary (Tafsir)[1473],true
1876,Islamic Theology,1513,1069,2,Text[1069]->Islamic Theology[1513],true
1876,Scholastic text,1524,1069,2,Text[1069]->Scholastic text[1524],true
1877,Religious Group,8,,1,Religious Group[8],true
1877,Islamic Traditions,24,8,2,Religious Group[8]->Islamic Traditions[24],true
1877,Text,1069,,1,Text[1069],true
1877,Religious Practice,1238,8,2,Religious Group[8]->Religious Practice[1238],true
1877,Rule Text,1296,1069,2,Text[1069]->Rule Text[1296],true
1877,Religious History,1301,1069,2,Text[1069]->Religious History[1301],true
1877,Shari'a,1462,1069,2,Text[1069]->Shari'a[1462],true
1877,Qur'anic commentary (Tafsir),1473,1069,2,Text[1069]->Qur'anic commentary (Tafsir)[1473],true
1877,Islamic Theology,1513,1069,2,Text[1069]->Islamic Theology[1513],true
1877,Scholastic text,1524,1069,2,Text[1069]->Scholastic text[1524],true
1878,Religious Group,8,,1,Religious Group[8],true
1878,Islamic Traditions,24,8,2,Religious Group[8]->Islamic Traditions[24],true
1878,Text,1069,,1,Text[1069],true
1878,Religious Practice,1238,8,2,Religious Group[8]->Religious Practice[1238],true
1878,Rule Text,1296,1069,2,Text[1069]->Rule Text[1296],true
1878,Religious History,1301,1069,2,Text[1069]->Religious History[1301],true
1878,Shari'a,1462,1069,2,Text[1069]->Shari'a[1462],true
1878,Qur'anic commentary (Tafsir),1473,1069,2,Text[1069]->Qur'anic commentary (Tafsir)[1473],true
1878,Islamic Theology,1513,1069,2,Text[1069]->Islamic Theology[1513],true
1878,Scholastic text,1524,1069,2,Text[1069]->Scholastic text[1524],true
1879,Religious Group,8,,1,Religious Group[8],true
1879,Islamic Traditions,24,8,2,Religious Group[8]->Islamic Traditions[24],true
1879,Text,1069,,1,Text[1069],true
1879,Religious Practice,1238,8,2,Religious Group[8]->Religious Practice[1238],true
1879,Rule Text,1296,1069,2,Text[1069]->Rule Text[1296],true
1879,Religious History,1301,1069,2,Text[1069]->Religious History[1301],true
1879,Shari'a,1462,1069,2,Text[1069]->Shari'a[1462],true
1879,Qur'anic commentary (Tafsir),1473,1069,2,Text[1069]->Qur'anic commentary (Tafsir)[1473],true
1879,Islamic Theology,1513,1069,2,Text[1069]->Islamic Theology[1513],true
1879,Scholastic text,1524,1069,2,Text[1069]->Scholastic text[1524],true
1880,Religious Group,8,,1,Religious Group[8],true
1880,Ancient Mediterranean,776,8,2,Religious Group[8]->Ancient Mediterranean[776],true
1880,Religious Place,856,,1,Religious Place[856],true
1880,Phoenician Cult,1190,8,2,Religious Group[8]->Phoenician Cult[1190],true
1880,North Africa,1388,856,2,Religious Place[856]->North Africa[1388],true
1880,Tunisia,1448,856,2,Religious Place[856]->Tunisia[1448],true
1880,Carthage,1705,1388,3,Religious Place[856]->North Africa[1388]->Carthage[1705],true
1881,Religious Group,8,,1,Religious Group[8],true
1881,Christian Traditions,18,8,2,Religious Group[8]->Christian Traditions[18],true
1881,Islamic Traditions,24,8,2,Religious Group[8]->Islamic Traditions[24],true
1881,African Religion,1012,8,2,Religious Group[8]->African Religion[1012],true
1881,Christianity,1570,8,2,Religious Group[8]->Christianity[1570],true
1882,Religious Group,8,,1,Religious Group[8],true
1882,Text,1069,,1,Text[1069],true
1882,Hagiography,1297,1069,2,Text[1069]->Hagiography[1297],true
1882,Christian monasticism,1377,1069,2,Text[1069]->Christian monasticism[1377],true
1882,Byzantine text,1403,1069,2,Text[1069]->Byzantine text[1403],true
1882,Syriac Text,1541,1069,2,Text[1069]->Syriac Text[1541],true
1882,Christianity,1570,8,2,Religious Group[8]->Christianity[1570],true
1882,Byzantine,1609,8,2,Religious Group[8]->Byzantine[1609],true
1883,Religious Group,8,,1,Religious Group[8],true
1883,Text,1069,,1,Text[1069],true
1883,Hagiography,1297,1069,2,Text[1069]->Hagiography[1297],true
1883,Christian monasticism,1377,1069,2,Text[1069]->Christian monasticism[1377],true
1883,Byzantine text,1403,1069,2,Text[1069]->Byzantine text[1403],true
1883,Syriac Text,1541,1069,2,Text[1069]->Syriac Text[1541],true
1883,Christianity,1570,8,2,Religious Group[8]->Christianity[1570],true
1883,Byzantine,1609,8,2,Religious Group[8]->Byzantine[1609],true
1884,Religious Group,8,,1,Religious Group[8],true
1884,Religious Place,856,,1,Religious Place[856],true
1884,Aegean,1100,856,2,Religious Place[856]->Aegean[1100],true
1884,Greece,1126,856,2,Religious Place[856]->Greece[1126],true
1884,Christian,1573,8,2,Religious Group[8]->Christian[1573],true
1884,Byzantine,1609,8,2,Religious Group[8]->Byzantine[1609],true
1884,Christian Orthodox,1706,1573,3,Religious Group[8]->Christian[1573]->Christian Orthodox[1706],true
1884,North Aegean,1707,1126,3,Religious Place[856]->Greece[1126]->North Aegean[1707],true
1888,Religious Group,8,,1,Religious Group[8],true
1888,UFO Religion,787,8,2,Religious Group[8]->UFO Religion[787],true
1888,Text,1069,,1,Text[1069],true
1888,UFO Encounters,1690,1069,2,Text[1069]->UFO Encounters[1690],true
1888,"""The Phenomenon"" (UfO Experiences)",1694,1069,2,"Text[1069]->""The Phenomenon"" (UfO Experiences)[1694]",true
1889,Religious Group,8,,1,Religious Group[8],true
1889,UFO Religion,787,8,2,Religious Group[8]->UFO Religion[787],true
1896,Religious Group,8,,1,Religious Group[8],true
1896,UFO Religion,787,8,2,Religious Group[8]->UFO Religion[787],true
1896,Text,1069,,1,Text[1069],true
1896,UFO Encounters,1690,1069,2,Text[1069]->UFO Encounters[1690],true
1897,Religious Group,8,,1,Religious Group[8],true
1897,Aladura,1017,8,2,Religious Group[8]->Aladura[1017],true
1897,"The Episcopal Church of Cherubim and Seraphim, Zion Pepe",1710,1017,3,"Religious Group[8]->Aladura[1017]->The Episcopal Church of Cherubim and Seraphim, Zion Pepe[1710]",true
1898,Religious Group,8,,1,Religious Group[8],true
1898,Mesopotamian Religions,34,8,2,Religious Group[8]->Mesopotamian Religions[34],true
1898,Text,1069,,1,Text[1069],true
1898,Excavated text,1084,1069,2,Text[1069]->Excavated text[1084],true
1898,Ritual text,1176,1069,2,Text[1069]->Ritual text[1176],true
1898,Polytheistic,1300,8,2,Religious Group[8]->Polytheistic[1300],true
1898,Near East,1361,8,2,Religious Group[8]->Near East[1361],true
1898,Ancient Mesopotamian Text,1393,1069,2,Text[1069]->Ancient Mesopotamian Text[1393],true
1898,Magic,1648,1069,2,Text[1069]->Magic[1648],true
1898,Prayer,1704,1069,2,Text[1069]->Prayer[1704],true
1900,Religious Group,8,,1,Religious Group[8],true
1900,African Religions,9,8,2,Religious Group[8]->African Religions[9],true
1901,Religious Group,8,,1,Religious Group[8],true
1901,African Religions,9,8,2,Religious Group[8]->African Religions[9],true
1902,Religious Group,8,,1,Religious Group[8],true
1902,Greek Religions,22,8,2,Religious Group[8]->Greek Religions[22],true
1902,Hellenistic Religions,741,8,2,Religious Group[8]->Hellenistic Religions[741],true
1902,Religious Place,856,,1,Religious Place[856],true
1902,Greek Cult,982,8,2,Religious Group[8]->Greek Cult[982],true
1902,Aegean,1100,856,2,Religious Place[856]->Aegean[1100],true
1902,Divination,1310,8,2,Religious Group[8]->Divination[1310],true
1902,Archaeological Site,1413,856,2,Religious Place[856]->Archaeological Site[1413],true
1903,Religious Group,8,,1,Religious Group[8],true
1903,Buddhist Traditions,14,8,2,Religious Group[8]->Buddhist Traditions[14],true
1903,Islamic Traditions,24,8,2,Religious Group[8]->Islamic Traditions[24],true
1903,Manichaeism,30,8,2,Religious Group[8]->Manichaeism[30],true
1903,Persian Religions,41,8,2,Religious Group[8]->Persian Religions[41],true
1903,Zoroastrianism,49,8,2,Religious Group[8]->Zoroastrianism[49],true
1903,Shiite/Shi'a,256,24,3,Religious Group[8]->Islamic Traditions[24]->Shiite/Shi'a[256],true
1903,Sufism,273,24,3,Religious Group[8]->Islamic Traditions[24]->Sufism[273],true
1903,Sunni,284,24,3,Religious Group[8]->Islamic Traditions[24]->Sunni[284],true
1903,Sāsānian Religion,308,41,3,Religious Group[8]->Persian Religions[41]->Sāsānian Religion[308],true
1903,Sufi,997,8,2,Religious Group[8]->Sufi[997],true
1903,Shi'a Islam,1390,8,2,Religious Group[8]->Shi'a Islam[1390],true
1903,Christian,1573,8,2,Religious Group[8]->Christian[1573],true
1904,Religious Group,8,,1,Religious Group[8],true
1904,Islamic Traditions,24,8,2,Religious Group[8]->Islamic Traditions[24],true
1904,Abrahamic,905,8,2,Religious Group[8]->Abrahamic[905],true
1904,Sufi,997,8,2,Religious Group[8]->Sufi[997],true
1904,Religious Practice,1238,8,2,Religious Group[8]->Religious Practice[1238],true
1905,Religious Group,8,,1,Religious Group[8],true
1905,Islamic Traditions,24,8,2,Religious Group[8]->Islamic Traditions[24],true
1905,Text,1069,,1,Text[1069],true
1905,Shari'a,1462,1069,2,Text[1069]->Shari'a[1462],true
1905,Islamic Jurisprudence,1711,24,3,Religious Group[8]->Islamic Traditions[24]->Islamic Jurisprudence[1711],true
1906,Religious Group,8,,1,Religious Group[8],true
1906,Islamic Traditions,24,8,2,Religious Group[8]->Islamic Traditions[24],true
1906,Text,1069,,1,Text[1069],true
1906,Shari'a,1462,1069,2,Text[1069]->Shari'a[1462],true
1906,Islamic Jurisprudence,1711,24,3,Religious Group[8]->Islamic Traditions[24]->Islamic Jurisprudence[1711],true
1907,Religious Group,8,,1,Religious Group[8],true
1907,Islamic Traditions,24,8,2,Religious Group[8]->Islamic Traditions[24],true
1907,Text,1069,,1,Text[1069],true
1907,Shari'a,1462,1069,2,Text[1069]->Shari'a[1462],true
1907,Islamic Jurisprudence,1711,24,3,Religious Group[8]->Islamic Traditions[24]->Islamic Jurisprudence[1711],true
1908,Religious Group,8,,1,Religious Group[8],true
1908,Chinese Buddhism,1291,8,2,Religious Group[8]->Chinese Buddhism[1291],true
1908,Zen Buddhism,1576,8,2,Religious Group[8]->Zen Buddhism[1576],true
1908,Chan Buddhism,1577,8,2,Religious Group[8]->Chan Buddhism[1577],true
1908,Japanese Buddhism,1578,8,2,Religious Group[8]->Japanese Buddhism[1578],true
1909,Religious Group,8,,1,Religious Group[8],true
1909,Yahwism,1712,8,2,Religious Group[8]->Yahwism[1712],true
1910,Religious Group,8,,1,Religious Group[8],true
