"entry_id","entry_name","poll_id","poll_name","description","year_from","year_to","region_id","expert_id","expert_name","date_created","date_modified","data_source"
1488,Botocudo,43,Religious Group (v6),"The term Botocudo is used to describe multiple unrelated societies that resisted Portuguese colonialism in present-day Brazil and retained the practice of wearing wooden ear and lip plugs (Skoggard, 2020:1). This entry focuses on ethnographic evidence that reconstructs the life of the Naknenuk subtribe of the Krén, a Botocudo group inhabiting the upper Rio Mucuri around 1884 (Nimuendajú, 1946:97). Krén religion is characterized by a belief in multiple (up to six) souls, one of which resides in the body and dies alongside it, and the presence of a host of supernatural beings known as tokón or marét that dwell in the sky. The marét have a chief, who functions essentially as a supreme high god. Shamans (who are often also chiefs) have the ability to communicate with the marét, and through them the supreme high god, and do so frequently as part of medicinal practices (Skoggard, 2020:3). For the Krén Botocudo, religious beliefs were inseparable from almost all aspects of social and political life. Therefore, this entry considers the religious group to be coterminous with the society at large.",1869,1894,1646,1090,Anj Droe,2022-08-22 23:01:09.829 +0200,2022-11-20 18:15:05.184 +0100,eHRAF
1489,Laojun Shan (Mountain of Lord Lao),50,Religious Place (v1.2),"The Mountain of Lord Lao (Laojun Shan 老君山) in Xinjin 新津 district, Sichuan 四川 province, has been identified as the center of a former diocese of Celestial Master Daoism (Tianshi Dao 天師道). Moreover, it is well-known as a sanctuary for the worship of Laozi 老子. The temple on Mt. Laojun is today an active religious institution that belongs to the Dragon Gate (Longmen 龍門) lineage of Complete Perfection (Quanzhen 全真) Daoism. In the late Qing dynasty and Republican times, the temple was closely connected with the influential Liu School (Liumen 劉門) tradition, which was founded by the Confucian scholar Liu Yuan 劉沅 (1768–1856). 
The district of Xinjin is located in the western part of the Sichuan basin, southwest of the provincial capital Chengdu 成都. About two kilometers south of the district town, the Mountain of Lord Lao (Laojun Shan) rises up amidst a ridge of hills, surrounded by the rivers Minjiang 岷江 and Nanhe 南河. Mt. Laojun, a cone‑shaped hill, is only 617 meters high, but it figures prominently among the historic sites of Xinjin and remains a famous sanctuary for the worship of Lord Lao 老君, the deified Laozi. Although the traditional temple complex, hidden in a cypress grove on the summit, received its present shape only in the first half of the 20th century, the origins of this sacred site can be traced back to the very beginnings of the Daoist religion. 
“Laojun Shan” is actually a popular designation of the mountain, which only appeared in written sources as late as in the Qing dynasty (1644–1911). Two other appellations for this locality can be found in earlier historical and geographical treatises. The first of these, Tianshe Shan 天社山 (Mt. Celestial Altar), probably originated in the designation of a stellar constellation and refers to the ridge of hills south of the district town of Xinjin, of which Mt. Laojun forms a part. However, the name “Tianshe Shan” is still used as synonym for Laojun Shan today. The other appellation, Chougeng Shan 稠稉山 (Mt. Chougeng), matches the name of the old diocese in Daoist sources: Chougeng Zhi 稠稉治 or Chougeng Hua 稠稉化. The exact meaning of chougeng 稠稉 is not clear. The word seemingly designates a medicinal herb or a kind of rice. To my knowledge, the geographical name “Chougeng” only occurs at this locality in Xinjin and does not relate to any other place. 
Legend has it that Lord Lao once dwelled there in a cave and engaged in secluded self-cultivation. This legend is not supported by source texts in the Daoist Canon, but Lord Lao has nevertheless become the central deity who bestows spiritual authority upon the mountain, and the locality and its temple were consequently named after the God of the Dao. While Daozang 道藏 sources report that the Yellow Emperor (Huangdi 黃帝) and Celestial Master Zhang Daoling 張道陵 once stayed at Chougeng Diocese, the legend of Lord Lao’s sojourn on the mountain apparently is based on local lore. 
The sanctuary on top of the mountain, commonly referred to as Laojun Miao 老君廟 (Temple of Lord Lao) or Laozi Miao 老子廟 (Temple of Laozi), currently serves as residence for a community of Daoist clerics and lay adherents. Very little is known about the history of the temple. Summarizing the bits of information contained in a temple bell inscription dated 1796, historical treatises on geography, and local gazetteers, we learn that temple buildings were erected on the mountain starting in the Han (206 BCE–220 CE) and Tang (618–907) dynasties. In 1644, the temple was destroyed by troops of the rebel Zhang Xianzhong 張獻忠 (1606–1647), who set up a short-lived regime in Chengdu. The sanctuary finally underwent reconstruction in the last decade of the 18th century. 
In the late Qing dynasty and Republican times (1912–1949), the sanctuary on Mt. Laojun was closely connected with the Liumen tradition. In 1799, 1821, and 1835, various temple buildings on Mt. Laojun were rebuilt or restored under the auspices of Liu Yuan, the founder and first patriarch of the Liumen tradition. Liu Yuan reportedly had spent some time on this mountain while studying meditation techniques under the guidance of a Daoist hermit, who was eventually considered an incarnation of Laozi in Liumen circles. Since Liumen adherents held Laozi in high esteem, they actively supported and patronized Daoist institutions, in particular those that were dedicated to the cult of Laozi. 
The extant temple buildings on Mt. Laojun were constructed during the Republican era, sponsored by local adherents of the Liumen community. After a devastating fire in 1923, Liu Xianjun 劉咸焌 (1871–1935), a grandson of Liu Yuan and the fourth patriarch of the Liumen movement, supervised the reconstruction of the sanctuary. The architectural ensemble was modelled on the famous Daoist temple Qingyang Gong 青羊宮 (Palace of the Grey Goat) in Chengdu, which was also patronized by the Liumen community. Beside the temple’s main Hall of the Three Clarities (Sanqing Dian 三清殿), a modest shrine hall is situated, its front opening into a walled courtyard. The name of this building is Rulin Ci 儒林祠 (Ancestral Temple of the Literati), and it was erected in honor of Liu Yuan and his descendants. 
After the founding of the People’s Republic of China (1949), the Liumen tradition was outlawed as a “reactionary secret society,” and Mt. Laojun was consequently deprived of its former protectors. After the turmoil of the “Cultural Revolution” (1966–1976), the temple was finally reopened as a religious institution in 1986. While most of its traditional buildings and relics have been preserved, the temple complex on Mt. Laojun was extended by several new edifices in recent years.",142,2022,1647,1085,Volker Olles,2022-08-23 12:10:40.229 +0200,2022-11-17 03:53:16.951 +0100,Mapping Religious Diversity in Modern Sichuan
1492,Nambicuara,43,Religious Group (v6),"The Nambicuara are an indigenous society residing in what is now the state of Mato Grosso, Brazil. This entry focuses on ethnographic evidence collected during fieldwork with the Cocozu subgroup around 1940, at which time missionaries had been present in the region for about a decade (Boglár, 2010:4). Considered by outsiders to be fierce and aggressive, the Nambicuara had very little contact with non-indigenous peoples until the end of the 19th century, at which time anthropologist Luiz Boglár made the first ethnographic description of the group (Boglár, 2010:1). At the time and place this entry focuses on, Nambicuara religion centered around potentially dangerous spirits and a basic and ubiquitous concept of power believed to be present in living beings and inanimate objects. Shamans were relied on to appease and propitiate the supernatural beings (Boglár, 2010:4-5). For the Nambicuara, religious beliefs were inseparable from almost all aspects of social and political life. Therefore, this entry considers the religious group to be coterminous with the society at large.",1925,1950,1650,1090,Anj Droe,2022-08-25 20:55:38.641 +0200,2022-11-23 16:00:52.230 +0100,eHRAF
1494,Temple at Tell Afis,50,Religious Place (v1.2),"During the Iron Age, the acropolis of Tell Afis, a site in north-west inner Syria which had been inhabited since the Chalcolithic period, seems to have progressively been reserved for ceremonial buildings, at the expense of residential units. The excavations carried out by the Italian archaeological mission directed by Stefania Mazzoni have brought to light several architectonical structures, different in plan, date and functions, of which the best known has been labelled the AI temple. It is a 38/32 x 28 m building, comprising three rooms (vestibule, a central hall, and a rear room) on the longitudinal axis and additional rooms along the sides. The AI temple was preceded, on the same spot, by an older building, of which, however, only a few remains remain. The hypothesis that these remains belong to a previous temple is suggested by the fact that, in an even earlier phase, dating back to Iron Age I, the same area had been occupied by two buildings, whose nature as shrines is indicated by structural elements as well as by some of the materials found within them, such as the remains of some kernoi (cultic vessels that seem to have been in a particular connection to the figure of the weather-god), and remains of birds in abnormal concentration. These Iron Age I buildings, which were built on top of each other, seem to be separated by a short period of time. The available data do not allow to identify the deities or deities that were worshipped in these shrines. Given the continuity of the cultic use for this area, however, it is possible that in Iron Age I there was worshipped the same deity as that of the later phases. According to an Aramaic inscription, almost certainly from Tell Afis, an important temple, and probably the main sanctuary of the city of Hazrak (the ancient name of the site) was dedicated to the god Ilwer. It is therefore possible that also in the previous phases it was Ilwer who represented the main deity worshipped here. The morphology of Ilwer is not well defined, but he seems to be akin to the figure of the weather-god. It is also possible, however, that Ilwer was not the only deity worshipped in his own temple. It is possible, for instance, that some anatomical votives recovered from the area may point to ritual activities related to the sphere of healing and are perhaps a clue of popular devotion rather than official religion. On the other hand, under Assyrian rule the holder of the temple may have been changed, or official cults related to the ruler may have been introduced (for example, that of the god Sin).",-1100,-600,1769,1041,Giuseppe Minunno,2022-08-27 01:09:28.305 +0200,2022-10-31 18:08:19.577 +0100,Database of Religious History (DRH)
1495,Secular Buddhists,43,Religious Group (v6),"Since the end of the 20th century, Secular Buddhist communities have been gathering in-person and growing through English-language online spaces with audiences in the UK, continental Europe, Australia, New Zealand, Canada, and the US. The communities with a large online presence include the Secular Buddhist Association and the Secular Buddhist Podcast, founded by Americans Ted Meissner and Noah Rasheta, respectively, and the Secular Buddhist Network, which has a team based primarily in Europe. Secular Buddhists settled on this term over other ways to present themselves, such as atheist Buddhist or agnostic Buddhist. All three terms owe their popularity to the work of Stephen Batchelor, who is based in the UK. His 1997 publication, Buddhism Without Beliefs: A Contemporary Guide to Awakening, mentions “agnostic Buddhist” and “secular agnosticism.”
Those who identify as secular Buddhists typically subscribe to a form of Buddhist modernism that denies metaphysical interpretations of rebirth and karma (though some would allow for psychological interpretations), and the existence of Buddhist deities such as the Medicine Buddha, devas, or wish-granting bodhisattvas. Secular Buddhists tend to focus on teachings found in the Pali Nikayas, neglecting other portions of the Buddhist canon such as Mahayana texts or the vinaya.
An earlier motto of the Secular Buddhist Association sums up secular Buddhism as a “natural, pragmatic approach” to the theory and practice found in the Nikayas. Natural denotes the rejection of the “supernatural” from the standpoint of modern materialist physicalism. By pragmatic, they mean the central practice of quiet sitting meditation is elevated, while Buddhist practices of chanting spells to deities, prostration to statues, and circumambulation around relics are dismissed as unnecessary “superstitious” ritual. They tend to argue their interpretation of Buddhism is scientific and more of a philosophy than a religion, without the need for belief of faith. The goal of quiet sitting is to cultivate insight into the nature of reality, such as three marks of existence: dukkha (suffering or dis-ease), annica (impermanence), and anatta (non-self). This type of meditation is also used to develop focused attention and concentration.
The Secular Buddhist Network recommends a reading that distinguishes secular meditation as different from “traditional Buddhist lineages” because “the purpose of meditation for Secular Buddhists is to cultivate certain virtues and insights which are crucial to promoting human flourishing in this world, not the attainment of nirvana.” Nirvana and the liberation from the cycle of samara are part of the “the cultural and supernatural overlays” that Secular Buddhists reject.
Rasheta, of the Secular Buddhist Podcast, focuses on what works for him and repackages his personal experience with Tibetan and Japanese Buddhist lineages into a form that is “accessible and easy to understand for secular-minded, ‘westerners’ like [him].” In other words, he presents Secular Buddhism as “ancient wisdom” that can help everyone, including those who identify as “Christian, Muslim, Atheist, Hindu, Believer, Non-believer,” etc.",1997,2022,1652,1220,Kin Cheung,2022-08-29 20:44:50.772 +0200,2022-08-31 15:07:35.356 +0200,Database of Religious History (DRH)
1498,"Sunan Ampel Great Mosque, Surabaya",50,Religious Place (v1.2),"Sunan Ampel (1401-1478, also known as Raden Rahmat or Soenan Ngampel) was the son of Sunan Gresik (also known as Maulana Malik Ibrahim Asmarakandi) and the Champa princess Dewi Candrawulan. Sunan Gresik and his descendants collectively constitute the Wali Songo (revered saints of Islam on the island of Java). Each saint bore the Javanese honorific Sunan. Sunan Gresik was instrumental in the proselytization of the Champa kingdom and its inhabitants to Islam. Dewi Dwarawati, Raden Rahmat's aunt (Dewi Candrawulan's sister) was the consort of the Majapahit monarch Brawijaya. In 1443, upon arrival in Java, Brawijaya granted him land in Ampel Denta, Kahuripun (that corresponds to modern Surabaya). Raden Rahmat subsequently entered into a matrimonial alliance with a Javanese princess who was the sister of  the would-be Sunan Kalijaga. 

According to the Babad Ngampeldenta (Javanese chronicle) , Raden Rahmat was invested with the Javanese appellation of Sunan by his uncle Brawijaya. The title Sunan mediated his position not only as an Islamic teacher but also someone who had the authority to impart Diksa or induct students into Islam. Furthermore the Babad Ngampeldenta notes the investiture of Raden Rahmat  with the title ""the Imam of Surabaya"" by the Duke of Surabaya Aria Lembasura. At the same time, Aria Lembasura offered his granddaughter Nyai Ageng Manila in matrimonial alliance to Sunan Ampel. With Nyai Ageng Manila, Sunan Ampel begot Sunan Drajat and Sunan Bonang. 

Sunan Ampel's closeness to the royal family was a part of his Dakwah or Daawa strategy (the act of calling people to embrace Islam). Prior to settling in Surabaya, Sunan Ampel mentored Raden Patah, the son of Brawijaya and converted him to Islam. The latter subsequently refused to acknowledge the suzerainity of the Majapahit monarch. The act of Raden Patah's defiance later led to the establishment of the Sultanate of Demak by 1478. 

A salient feature of Sunan Ampel's dakwah was the syncretism between Javanese cultural traditions (heavily influenced by Hinduism and Buddhism) and Islam. For instance, he incorporated the Javanese custom of Sraddha (homage paid to one's deceased ancestors). 

Historical tradition attributes the construction of the Ampel mosque to Sunan Ampel. The monument cannot be precisely dated. The mosque architecture is a fusion of Javanese and Arab elements. The Javanese influences are apparent in the three-layered roof (Tajuk, the embodiment of Mount Meru of Javanese cosmology) and the five gapuros (entrance gates) to the mosque. 

The tomb of Sunan Ampel is situated right in front of the Ampel mosque. Unlike the tombs of other Wali Songo, the tomb of Sunan Ampel is noted for its simplicity and lacks a cupola as per the saint's last wish. The Juru Kunci (caretaker of the shrine) notes that several years after the demise of Sunan Ampel, a cupola was constructed above the tomb of the saint but strong winds blew it away. East of the mosque is the tomb of Mbah Shonhaji or Mbah Sholeh, an astronomer of Hadhramaut  Arab ethnicity and disciple of Sunan Ampel who fixed the direction of Kiblat (Qibla, the fixed direction to Kaaba in the Grand Mosque in Makkah). According to legend, Mbah Shonhaji was believed to have lived and died nine times and as a result has 9 tombs in the Sunan Ampel masjid complex.",1421,2021,1655,1084,Vivek Neelakantan,2022-08-30 21:27:45.394 +0200,2022-09-07 17:14:05.308 +0200,Database of Religious History (DRH)
1499,Great Temple of Tenayuca,50,Religious Place (v1.2),"The city of Tenayuca, which means ""walled place"", is located in the north part of the Basin of Mexico, in what is today Tlanepantla de Baz in Mexico State. According to the Xolotl Codex, it was built around the year 1200 CE. However, based on the archaeological excavations carried out during the 20th century, an occupation from the 9th century has been documented. Its most important building is the Great Temple, with its distinctive double staircase that leads to two shrines, similar to the Mexica's ""Huei teocalli"" (Great Temple) of Tenochtitlan. Several archaeological excavations have uncovered mural paintings, sculptures, and human burials.",800,1521,1756,1221,Israel Elizalde Mendez,2022-08-30 23:05:32.364 +0200,2022-10-31 11:34:53.827 +0100,Database of Religious History (DRH)
1504,"Tomb of Sunan Giri, Gresik (East Java)",50,Religious Place (v1.2),"Sunan Giri (1442-1506) also known as Joko Samudro, Raden Paku, Muhammad Ainul Yaqin, or Sunan Satmata founded the Islamic principality of Giri (also known as Giri Kedaton). A member of the Wali Songo (revered saints of Islam in Indonesia, particularly Java), Sunan Giri was the son of Maulana Ishak (brother of Maulana Malik Ibrahim or Sunan Gresik). Both Babad Tanah Jawi and Serat Walisana chronicles agree that Sunan Giri descended from the Raja of Blambangan, a vassal of the Majapahit Empire, from his maternal side. The first two rulers of Giri (Sunan Satmata and Sunan Dalem), defended their Islamic principality against depredations of the Majapahit army, according to Javanese chronicles. After the demise of the Majapahit Empire in 1527, Sunan Dalem of Giri succeeded in bringing the port of Gresik under his rule. Dutch contemporaries during the first quarter of the seventeenth century referred to the Sunans of Giri as the "" Moorish Popes"" (Pigeaud and Graaf 1976). Under Sunan Giri's grandson, Sunan Prapen's leadership, the Court of Giri became the epicenter for the propagation of Islam to the Outer Islands of the Indies archipelago, particularly Lombok, Celebes, Borneo, and the Moluccas. Local inhabitants from the Outer Islands of Indonesia revere Sunan Giri as ""Raja Bukit"" (Pigeaud and Graaf 1976). Trained by Sunan Ampel in Ilmu Tasawuf (Sufi mysticism), Sunan Giri became the leader of the Wali Songo in 1478 subsequent to the demise of his mentor and assumed the title of Prabu Satmata (one of the names of Lord Siva in the Javanese language).  A salient feature of Sunan Giri’s dakwah (invitations for people to more fully embrace Islam) was the adjustment of Javanese cultural elements to Islam. For instance, Sunan Giri redesigned the Javanese wayang (shadow) puppets such that they did not contravene the Islamic proscription of representing the human form. Likewise, the architectural elements of the Sunan Giri tomb complex appropriate Javanese architectural elements such that they conform to Islamic principles.",1506,2020,1668,1084,Vivek Neelakantan,2022-09-03 15:29:03.361 +0200,2022-10-25 08:51:05.726 +0200,Database of Religious History (DRH)
1505,Sample Religious Group Entry,43,Religious Group (v6),"400 word description",500,1500,1669,708,Matthew Hamm,2022-09-05 20:25:01.166 +0200,2024-03-08 23:43:36.316 +0100,Database of Religious History (DRH)
1508,Zaytuna Magazine/ المجلة الزيتونية,52,Religious Text (v1.0),"The Zaytuna Magazine was an important publication in the reformist milieu of the Zaytuna Mosque-University during the interwar and post-WWII periods of the French protectorate in Tunisia (1881-1956). The magazine ran between 1936 and 1955, producing nine full volumes along with a tenth volume serving as a comprehensive index for the entire print run. Among its notable contributors was Muhammad al-Tahir ibn ʿAshur (محمد الطاهر ابن عاشور, whose name is usually transliterated following the French orthography as ""Mohamed Tahar Ben Achour""), 20th century Tunisia's leading reformist scholar. Ben Achour's typical contribution to the magazine was an article-length Qur'anic commentary (tafsir/تفسير). These articles provided a starting point for his magnum-opus, the thirty-volume Qur'anic commentary, Verification and Enlightenment (التحرير والنتوير), published in 1970 near the end of his life (1879-1970). In addition to Ben Achour's works of exegesis, the Zaytuna Magazine also featured articles discussing, among other topics, the hadith, the shari'a, episodes from the histories of Islam and of Tunisia, and social and political questions related to life in a colonized society. The front cover of the publication ran the following subtitle: ""a learned, literary, and ethical magazine"" (مجلة علمية أدبية أخلاقية). This wording suggests that the specifically ""religious"" content of the magazine should not be overstated. At the same time, the reference to ""Zaytuna"" in the title of the publication indicates its close ties to the mosque-university. For historians, the magazine may be most useful as a window onto the Zaytuna itself, at a time when the mosque-university became the largest centre of Muslim higher education in North Africa. The Zaytuna, or ""Great Mosque"" as it was known locally, developed branches throughout the Tunisian countryside along with two branches in eastern Algeria.",1936,1955,1679,1209,Julian Weideman,2022-09-08 06:38:36.605 +0200,2022-10-02 19:31:17.728 +0200,Database of Religious History (DRH)
1509,The Temple Scroll,52,Religious Text (v1.0),"The Temple Scroll is the longest of the Dead Sea Scrolls, with its prime exemplar, 11QTemplea (11Q19), extending to just over eight metres long. For eleven years after its discovery, the manuscript lay hidden beneath the floorboards of an antiquities dealer in Bethlehem, before being acquired by Israeli archaeologist Yigael Yadin in 1967 and eventually published in 1977. 11Q19 is dated paleographically to the end of the first century BCE or beginning of the first century CE. A further five manuscripts associated with the Temple Scroll have been subsequently identified and published. The oldest extant manuscript, 4QRouleau du Temple (4Q524) shows considerable overlap with 11Q19 and was dated by its editor, Émile Puech, to c. 150–125 BCE in the early Hasmonean period. Also found in Cave 4 was 4QTemple? (4Q365a), dated to 125–75 BCE. There are significant differences between the fragments which comprise 4Q365a and 11Q19, and it was therefore more likely a source for the Temple Scroll than a copy. Two further manuscripts from Cave 11 have been identified with the Temple Scroll, 11QTempleb (11Q20) and 11QTemplec (11Q21). They have been dated to the first half of the first century CE, and whilst it is clear that 11Q20 is a copy of the Temple Scroll, 11Q21 is too fragmentary to allow for certainty. In 2015, several small fragments from Cave 5 were identified as a further copy of the Temple Scroll and labelled 5QTemplea (5Q21). 5Q21 was dated paleographically to 75–50 BCE by its editor, Alexei Yuditsky. Various dates have been proposed for the Temple Scroll’s composition, ranging from the fifth century BCE to the early first century BCE. The discovery and identification of 4Q524 gave a latest possible date of the end of the second century BCE. Though Yadin identified the composition with the community at Qumran, 4Q524 pre-dates the Qumran settlement. This, combined with the absence of key sectarian terminology, suggests that the Temple Scroll’s origins should be located in a broader social milieu. The contents of the Temple Scroll indicate an interest in the Temple, cultic practices, and an elevated status for the High Priest. It may therefore have emerged from priestly circles. The author/redactor presents the composition as a new Torah, beginning with material from the covenant renewal ceremony in Exodus 34 and continuing through to laws from Deuteronomy. Biblical law is “rewritten” according to the interpretation of the author/redactor and their community, often as first-person speech direct from the mouth of God himself. At the heart of the composition is the description of a plan for a new Temple and its courts (cols. 3–13; 30–45). Alongside the Temple plan are prescriptions for religious festivals and Temple worship (cols. 13–29), purity laws (cols. 45–51), and the Deuteronomic Paraphrase (cols. 51–66), which is an elaboration on a series of Deuteronomic laws. The latter includes the Law of the King (cols. 56–59), which offers a distinctive treatment of kingship. The Scroll is likely composed of several sources, some of which may have circulated independently prior to their incorporation into the scroll by a redactor.",-450,-125,1440,1222,Abigail Naidu,2022-09-08 10:24:05.874 +0200,2022-09-09 11:26:11.745 +0200,Database of Religious History (DRH)
1510,"Tomb of Sunan Drajat, Lamongan (East Java)",50,Religious Place (v1.2),"Sunan Drajat (1470-1522)—known variously as Raden Qosim, Masaikh Munat, Raden Syarifuddin, Maulana Hasyim, Pangeran Kadrajat, or Sunan Mayang Madu—was the younger son of Sunan Ampel and Nyi Ageng Manila and a member of the Wali Songo. The Wali Songo collectively refers to the nine founders of Islam on the island of Java. Both genealogical and teacher-pupil relationships establish connections among these figures.  

Sunan Ampel and Sunan Gunung Jati instructed Raden Qosim on Islam. Subsequently, Raden Qosim married Dewi Sufiyah, the daughter of Sunan Gunung Jati and settled in the coastal hamlet of Drajat, not far from Lamongan. Soon after his marriage to Dewi Sufiyah, he engaged in asceticism for three months and earned the appellation of Sunan Drajat. 

Sunan Drajat’s dakwah (act of inviting people to embrace Islam) strategy included: (a) mobilizing villagers in responding to natural calamities based on the Javanese notion of cooperation (gotong royong); and, (b) nurturing empathy for the downtrodden and hard work. The gist of his teachings are reflected in the doctrine of Pepali Pitu (seven basic principles). The architecture at the tomb of Sunan Drajat, located in Drajat village, Lamongan district of East Java, reflects the acculturation of Islam to Javanese culture whilst incorporating elements from Chinese and Champa cultures.",1522,2021,1672,1084,Vivek Neelakantan,2022-09-09 16:02:29.489 +0200,2022-12-05 05:40:25.023 +0100,Database of Religious History (DRH)
1511,Sokoto,43,Religious Group (v6),"Sokoto was founded as a Muslim theocracy in 1804 by Usman dan Fodio,  following a rebellion against the rulers of the Hausa kingdoms of present-day northern Nigeria. It expanded its territories to include parts of present-day Niger, Burkina Faso, Togo, Benin, Chad and Cameroon. The state consisted of a loose collection of emirates pledging allegience to the amir al-mu'minin in Sokoto and was governed with reference to the Maliki school of Islamic law as well as historical precedents from the region and the wider Muslim world. The Qadiri Sufi order and, later, a Hausa identity, were also important factors in Sokoto society. Sokoto officially came to an end in 1903 when Britain annexed parts of its territories to create the protectorate of Northern Nigeria, but Sokoto's legacy and its traditional rulers continue to play an important role in religious and political life in Nigeria.",1804,1903,1673,1228,Paul Naylor,2022-09-09 17:26:37.839 +0200,2022-09-23 17:28:02.956 +0200,Database of Religious History (DRH)
1513,Imrā’atu-nā fī l-šarīʻa wa-l-muŷtamaʻ / امرأتنا في الشريعة والمجتمع,52,Religious Text (v1.0),"This book, written by scholar Tahar al-Haddad, analyzes the different types of discrimination that Tunisian Muslim women during colonial times were subjected to. It is divided in two halves: the first one covers religious and juridic issues such as inheritance, rights and obligations of women or polygyny. The second part centers around issues rooted in customs and social practices, such as access to the job market or education.

The book was very criticized and gained considerable notoriety when published, but became key for the feminist movement in Tunisia, particularly after the country achieved its independence. It has since been reissued multiple times as well as translated to other languages, such as French and English. It is considered the most important and well-known book writen by al-Haddad.",1927,1930,341,1229,Tatiana Hernández-Justo,2022-09-13 17:18:50.256 +0200,2022-11-08 23:51:41.020 +0100,Database of Religious History (DRH)
1514,"Tomb of Sunan Bonang, Tuban, East Java/Bonang Village Lasem Subdistrict, Central Java (disputed)",50,Religious Place (v1.2),"Sunan Bonang, also known as Raden Makhdum Ibrahim (1465-1525), the younger son of Sunan Ampel and Nyi Ageng Manila, was a member of the legendary Wali Songo, the nine founders of Islam on Java (Fox 2004).  The life of Sunan Bonang is obscure. There is a lack of agreement among primary sources related to events associated with the saint’s life as he was celibate according to most sources and did not have descendants to recount his biography. There is general agreement among primary historical sources that Sunan Ampel mentored his son Raden Makhdum Ibrahim and Raden Paku (the future Sunan Giri) on Islam for a decade. Soon after both students completed their education under Sunan Ampel, they undertook a peregrination to Mecca. On their way to Mecca, they encountered Maulana Ishak at the port city of Malacca (Raden Paku’s father) who dissuaded both students from traveling further. Soon after, as Raden Makhdum Ibrahim and Raden Paku returned to Java, Sunan Ampel commanded the former to travel across Java. For years Raden Makhdum Ibrahim wandered and was eventually guided by the prophet Khidr who showed him the way to the orange jasmine (Javanese: kemuning) grove at a place in Bonang (Quinn 2019).  Raden Makhdum Ibrahim settled here and acquired fame as Sunan Bonang. 

There are several Javanese legends that attest to Sunan Bonang’s contribution to the furtherance of dakwah (the act of inviting people to embrace Islam) across interior Java. His challenge was to reconcile Javanese monism with the dualistic doctrines of Islamic orthodoxy (Quinn 2019). In his dakwah, he deployed Gamelan (the traditional ensemble music of the Javanese, Sundanese and Balinese), consisting chiefly of percussive instruments. 

There is a lack of consensus, apparent in Indonesian and Dutch primary sources, related to the location of the mausoleum of Sunan Bonang. But it is plausible that Sunan Bonang was buried at Tuban, given Schrieke’s research of Javanese legends (1916). Upon Sunan Bonang’s death at Bonang village, the saint’s followers wanted to conduct the saint’s last rites at Ngampel (in today’s Surabaya). As the saint’s mortal remains were shipped by prahu to Ngampel, strong winds blew the vessel towards Tuban.  The sixteenth century Pangeran Bonang Javanese manuscript identifies Tuban as the location of Sunan Bonang’s grave. The tomb of Sunan Bonang at Tuban—reflecting similarities between the Javanese and Chinese architectural styles—is one of the busiest pilgrimage sites in Indonesia, annually hosting more than one million visitors.",1525,2022,1676,1084,Vivek Neelakantan,2022-09-14 10:08:20.498 +0200,2023-01-04 20:22:08.894 +0100,Database of Religious History (DRH)
1515,Dura Europos Mithraeum,50,Religious Place (v1.2),"The site of Dura Europos was built along the banks of the Euphrates river in present-day Syria. Founded as a fortified settlement in 300 BCE by the Hellenistic king, Seleukos Nikator, at a strategic location in a frontier region. It grew to develop a Hippodameian town plan (orthogonal city blocks) and strong fortification walls and gates. It was conquered by the Parthians in 113 BCE, the Romans in the 2nd c. CE, and destroyed by the Sasanids in 256 CE. Whether the city was completely abandoned after this siege is debated.

Dura was a very multicultural city from its foundation as its various rulers tolerated a vast multiplicity of cultures, ethnicities, languages, and religious traditions. There were many cults from different cultures present in the city co-existing throughout its existence: Parthian, Semitic, Greek, Roman, Jewish, Christian--and hybrid manifestations of these various religious traditions. 

The second Roman conquest of Dura under Lucius Verus coincided with the introduction of the cult of Mithras to the city. A mithraeum (temple to Mithras) was built by Imperial troops in 168 CE in a room at a private house along the NW fortifications of the city. It was renovated and enlarged around 209 and ultimately destroyed in 256 when the space was filled in to strengthen the fortification walls for the impending Sasanid siege. The mithraeum was excavated from 1934-1935 by the joint Yale-French team excavating the city. The mithraeum was afterwards dismantled and transported to the Yale University Art Gallery.",168,256,1677,942,Gino Canlas,2022-09-14 22:36:44.436 +0200,2022-10-24 23:59:56.672 +0200,Database of Religious History (DRH)
1517,Tunisian Women's Associations,43,Religious Group (v6),"Although not a conventional religious group per se, Tunisian Women's Associations during colonial times had ties and strong relationships with the religious establishments. In this entry we will cover the biggest and most important, native ones: l'Union Musulmane des Femmes Tunisiennes (UMFT) and l'Union des Filles Tunisiennes (UFT).",1936,1962,341,1229,Tatiana Hernández-Justo,2022-09-20 20:08:07.605 +0200,2022-09-20 20:08:33.249 +0200,Database of Religious History (DRH)
